browser_type;login_attempts;duration;packet_size;encryption_used;ip_reputation_score;failed_logins;unusual_time_access;protocol_ICMP;protocol_TCP;protocol_UDP;attack
4;0.25;0.12589395186016683;0.5528255528255528;1;0.18459230891199932;0.4;0.0;0;1;0;0
0;0.16666666666666666;0.24078743647174378;0.10728910728910729;1;0.4372577647731176;0.6;1.0;0;1;0;1
4;0.08333333333333333;0.09925124342051406;0.26535626535626533;0;0.4002540015364203;0.6;1.0;0;1;0;1
3;0.25;0.03797251066473327;0.41850941850941853;0;0.461810723478398;0.2;0.0;0;1;0;0
4;0.25;0.08611409751140901;0.6134316134316135;0;0.1821905041867159;0.2;0.0;0;1;0;0
2;0.16666666666666666;0.13825400215203024;0.34561834561834565;1;0.7374380829454019;0.4;0.0;0;1;0;1
4;0.4166666666666667;0.17062301119688825;0.26535626535626533;1;0.2616351075216249;0.6;0.0;0;1;0;1
4;0.4166666666666667;0.3218147607719003;0.665028665028665;0;0.28835174834601507;0.4;0.0;0;0;1;0
2;0.5;0.02348025761893867;0.11957411957411958;1;0.14031902863122167;0.4;0.0;0;1;0;1
2;0.08333333333333333;0.12027645310948853;0.0;1;0.473081829033153;0.2;0.0;0;1;0;0
3;0.0;0.024801992978883337;0.42915642915642915;0;0.14886296336826407;0.2;0.0;1;0;0;0
4;0.3333333333333333;0.04249448269553409;0.27436527436527436;1;0.20526264955700094;0.2;0.0;0;0;1;1
4;0.3333333333333333;0.017070364524973583;0.1891891891891892;0;0.6584427801242942;0.2;0.0;0;1;0;1
2;0.16666666666666666;0.16491515123464215;0.4725634725634726;0;0.5498301322724733;0.2;0.0;0;1;0;0
4;0.08333333333333333;0.2729139558025812;0.3963963963963964;1;0.1832624625789571;0.2;0.0;0;1;0;0
3;0.3333333333333333;0.0033114054628206983;0.26453726453726456;0;0.09670342387045511;0.4;1.0;0;1;0;0
0;0.4166666666666667;0.18678912822621155;0.1466011466011466;0;0.3739852382707356;0.2;0.0;1;0;0;0
4;0.25;0.03072360181955649;0.4995904995904996;1;0.5877086634106063;0.0;0.0;0;1;0;0
4;0.16666666666666666;0.07419242406470829;0.46355446355446356;1;0.23827362425530862;0.0;1.0;0;0;1;0
2;0.16666666666666666;0.15338993017603655;0.3407043407043407;1;0.3732730173998345;0.2;0.0;0;1;0;0
3;0.25;0.07859095907154688;0.6592956592956593;1;0.1244815797695207;0.2;0.0;1;0;0;0
4;0.5;0.029192574308130544;0.180999180999181;1;0.08419603150266447;0.6;0.0;0;1;0;1
3;0.5;0.26321394068644727;0.10647010647010648;1;0.36723694800966106;0.4;1.0;0;1;0;1
0;0.25;0.1001127302262166;0.24324324324324326;1;0.8040002835028319;0.4;0.0;0;1;0;1
1;0.25;0.2978330886588265;0.3488943488943489;0;0.12028121783720062;0.0;0.0;0;1;0;1
4;0.25;0.2085539920792098;0.3963963963963964;1;0.6060473769813215;0.0;0.0;0;1;0;0
3;0.5;0.23272660777831133;0.31695331695331697;0;0.4527566750290961;0.0;1.0;0;0;1;1
1;0.25;0.04988579245230774;0.4144144144144144;1;0.38822289977888935;0.4;0.0;0;1;0;1
4;0.16666666666666666;0.4858732509620166;0.15151515151515152;1;0.18174582574897005;0.4;0.0;0;0;1;0
4;0.3333333333333333;0.21280840403381307;0.592956592956593;1;0.46268833210373295;0.2;0.0;0;1;0;0
4;0.08333333333333333;0.04576104549415977;0.34316134316134317;1;0.4781401128671294;0.0;0.0;0;1;0;0
4;0.25;0.25221420640098496;0.5397215397215397;1;0.11914533758943778;0.2;0.0;1;0;0;0
2;0.0;0.15656067907465923;0.41277641277641275;1;0.2972699049938551;0.2;0.0;0;1;0;0
4;0.25;0.14363025678843538;0.43161343161343163;0;0.3991448132731203;0.0;1.0;0;1;0;0
4;0.3333333333333333;0.0006253547723276567;0.44963144963144963;1;0.22460398667906592;0.2;0.0;0;1;0;0
3;0.5;0.0024702980112997776;0.42997542997543;1;0.5576977281024572;0.6;0.0;0;1;0;1
4;0.08333333333333333;0.1319784477129193;0.4619164619164619;0;0.23394746462722332;0.6;0.0;0;0;1;1
4;0.08333333333333333;0.03627896685698791;0.5741195741195741;0;0.5706219310648917;0.2;0.0;0;1;0;0
4;0.08333333333333333;0.006639923545654534;0.389025389025389;1;0.3031964553475302;0.2;0.0;0;1;0;0
0;0.3333333333333333;0.0374057097620097;0.4725634725634726;0;0.4596305656691038;0.2;0.0;0;0;1;0
4;0.3333333333333333;0.20239249727398392;0.34234234234234234;0;0.4765220649932877;0.4;0.0;0;1;0;0
3;0.4166666666666667;0.07070017237246738;0.592956592956593;1;0.16059440883617077;0.2;0.0;0;1;0;0
4;0.25;0.10630397423804668;0.2457002457002457;1;0.7697322145596804;0.4;0.0;1;0;0;1
4;0.16666666666666666;0.17928982906408023;0.6519246519246519;1;0.23741202785136234;0.0;0.0;0;1;0;0
1;0.25;0.04339562060966008;0.3497133497133497;1;0.3279542634838023;0.4;0.0;0;0;1;1
3;0.08333333333333333;0.0011775964359758075;0.12203112203112203;0;0.09350059115369944;0.2;0.0;0;1;0;1
4;0.25;0.043386841912328104;0.3775593775593776;1;0.08051888644459293;0.4;1.0;0;0;1;0
4;0.4166666666666667;0.3492100962541011;0.24488124488124488;0;0.37363589358318516;0.6;0.0;0;0;1;1
3;0.25;0.07318110860761384;0.49467649467649466;0;0.46096106141367904;0.6;0.0;0;1;0;1
4;0.16666666666666666;0.09378696785640302;0.2497952497952498;0;0.25234742316627284;0.4;0.0;0;1;0;0
4;0.16666666666666666;0.15892109809220575;0.2833742833742834;1;0.05981751042815716;0.2;0.0;0;1;0;0
4;0.16666666666666666;0.013515346798052219;0.0475020475020475;1;0.15355469807220265;0.6;0.0;0;0;1;1
3;0.25;0.14725041587218013;0.28255528255528256;0;0.26381349127286646;0.2;1.0;0;1;0;1
4;0.0;0.03926035431986746;0.0;1;0.5659595186396483;0.2;0.0;0;1;0;0
3;0.16666666666666666;0.05459463352081444;0.09746109746109746;0;0.21048982187960294;0.0;0.0;0;1;0;0
4;0.16666666666666666;0.03486974918577629;0.48157248157248156;1;0.5530679233586928;0.6;0.0;1;0;0;1
2;0.4166666666666667;0.01847859513619973;0.4856674856674857;1;0.20843195668275408;0.6;0.0;0;1;0;1
4;0.4166666666666667;0.04984198337195959;0.4266994266994267;0;0.6048415546591304;0.6;0.0;0;1;0;1
4;0.25;0.010992817166669713;0.1981981981981982;1;0.29349960859201024;0.2;0.0;0;1;0;0
4;0.3333333333333333;0.20721026235436216;0.3488943488943489;1;0.4284367269870995;0.6;1.0;0;1;0;1
4;0.4166666666666667;0.04056595094701422;0.35626535626535627;1;0.6127388521655381;0.4;0.0;0;1;0;0
4;0.0;0.11789729997477226;0.16707616707616707;0;0.1584607023480029;0.2;0.0;0;1;0;0
1;0.25;0.039092704694885794;0.6027846027846028;0;0.32904217495412863;0.4;1.0;0;0;1;1
2;0.16666666666666666;0.026257853774197783;0.5004095004095004;1;0.4468543310359052;0.2;0.0;1;0;0;0
4;0.08333333333333333;0.13907749298364475;0.3202293202293202;0;0.22619077207858956;0.4;0.0;0;1;0;0
3;0.5833333333333334;0.10876950783175696;0.36117936117936117;0;0.7097197477933761;0.6;0.0;0;1;0;1
4;0.08333333333333333;0.02730608174134369;0.3906633906633907;1;0.3895302426221989;0.4;0.0;0;1;0;1
4;0.0;0.10530035746945215;0.022113022113022112;1;0.6177198942021539;0.6;0.0;0;1;0;1
2;0.0;0.0004883776129680633;0.31613431613431614;1;0.3828841918180023;0.4;0.0;0;1;0;0
2;0.08333333333333333;0.021593683939912286;0.24488124488124488;1;0.13894954036145507;0.2;0.0;0;1;0;0
0;0.08333333333333333;0.14469470104544743;0.19246519246519248;0;0.18888890192551208;0.4;1.0;0;1;0;0
4;0.25;0.05866715395441218;0.3104013104013104;1;0.12290932267251303;0.4;1.0;0;0;1;0
2;0.4166666666666667;0.025264910532364404;0.6511056511056511;1;0.4110785587665296;0.2;0.0;0;0;1;0
2;0.4166666666666667;0.07837953371286362;0.4619164619164619;0;0.3611126532103025;0.4;0.0;0;1;0;0
4;0.5833333333333334;0.06957202753707335;0.2628992628992629;1;0.3065634285505873;0.0;0.0;0;1;0;1
4;0.5833333333333334;0.11174831186157845;0.45045045045045046;0;0.37937055403399145;0.2;0.0;0;0;1;1
4;0.4166666666666667;0.00830930961919377;0.5855855855855856;1;0.5524002526621126;0.2;0.0;1;0;0;0
4;0.16666666666666666;0.19033017192126236;0.5077805077805078;1;0.40756326110115454;0.8;0.0;0;1;0;1
3;0.4166666666666667;0.00661137790020502;0.36609336609336607;1;0.008454175239901829;0.2;0.0;0;1;0;1
4;0.3333333333333333;0.06723286030458216;0.25061425061425063;1;0.15922104325069197;0.6;0.0;0;1;0;1
3;0.25;0.137847051632041;0.47092547092547093;1;0.200515176330957;0.6;0.0;0;1;0;1
3;0.4166666666666667;0.04697779335512351;0.42096642096642095;1;0.04084829220657136;0.2;0.0;0;1;0;0
3;0.3333333333333333;0.2680027356115355;0.5036855036855037;1;0.3865476328510735;0.0;0.0;0;1;0;0
4;0.16666666666666666;0.15653295792396427;0.4610974610974611;1;0.27731960699141694;0.4;0.0;0;1;0;1
4;0.25;0.061707141799435504;0.5282555282555282;0;0.2867314498708996;0.0;0.0;0;1;0;0
4;0.16666666666666666;0.02253198662016057;0.26863226863226863;0;0.46524696831950335;0.4;0.0;0;1;0;0
4;0.08333333333333333;0.004871908627567353;0.5724815724815725;1;0.14845835138589142;0.2;0.0;1;0;0;0
3;0.5833333333333334;0.17993809307249253;0.389025389025389;0;0.5221668249970675;0.0;0.0;0;1;0;1
3;0.25;0.023965516412488744;0.696969696969697;0;0.6281142078371995;0.0;0.0;0;1;0;0
3;0.08333333333333333;0.034897825856449675;0.24406224406224405;1;0.2154638664788572;0.4;0.0;0;1;0;0
4;0.08333333333333333;0.0010912646269942974;0.6412776412776413;1;0.6715578255252386;0.4;0.0;0;1;0;1
1;0.16666666666666666;0.0019772247541041074;0.389025389025389;1;0.882294519385251;0.6;0.0;0;1;0;1
4;0.08333333333333333;0.029072294839910286;0.2497952497952498;1;0.48175767413118376;0.4;0.0;0;1;0;0
4;0.3333333333333333;0.22942298729378946;0.27764127764127766;0;0.29956676960979606;0.2;0.0;0;1;0;0
3;0.25;0.16882043097709704;0.30384930384930386;1;0.2619862154750699;0.4;0.0;0;1;0;1
4;0.3333333333333333;0.16339599035992325;0.4258804258804259;1;0.27839128887494774;0.4;0.0;0;1;0;0
2;0.25;0.19516728881320566;0.44226044226044225;0;0.1548919814263802;0.4;0.0;0;0;1;0
3;0.08333333333333333;0.02291260689879585;0.2628992628992629;0;0.7307918589806786;0.2;0.0;0;1;0;1
2;0.25;0.43012847329091697;0.35298935298935297;1;0.2561062216075667;0.4;0.0;0;1;0;0
4;0.3333333333333333;0.02932910734915555;0.7076167076167076;1;0.1758186268202413;0.2;0.0;0;1;0;0
4;0.0;0.01800432048909276;0.6396396396396397;0;0.38546342556669383;0.2;0.0;0;1;0;1
4;0.3333333333333333;0.03876871722197234;0.4283374283374283;0;0.49046156661460794;0.4;0.0;0;1;0;0
2;0.25;0.08404716902140066;0.3628173628173628;0;0.2975788660694622;0.4;1.0;0;1;0;0
4;0.3333333333333333;0.014715757155604116;0.37674037674037675;1;0.49999748474722294;0.2;0.0;1;0;0;1
4;0.08333333333333333;0.149227150280697;0.457002457002457;1;0.3504876876667503;0.0;0.0;0;0;1;0
4;0.3333333333333333;0.051609865940687914;0.1891891891891892;1;0.4282208867957838;0.6;0.0;0;1;0;1
2;0.25;0.09342775483959585;0.3144963144963145;1;0.24214922403285066;0.4;0.0;0;0;1;0
2;0.0;0.14737596969602082;0.08353808353808354;1;0.11507786818807285;0.6;0.0;0;1;0;1
4;0.25;0.2582602476712631;0.4217854217854218;0;0.5467189206287848;0.2;1.0;1;0;0;0
4;0.25;0.19032853122742915;0.46273546273546273;0;0.6013417349440429;0.8;1.0;0;1;0;1
4;0.75;0.08572211884490072;0.27764127764127766;0;0.1790914740768174;0.2;0.0;0;1;0;1
4;0.3333333333333333;0.5262168714385855;0.6142506142506142;1;0.6636393789133557;0.6;0.0;0;1;0;1
4;0.16666666666666666;0.0838780662374925;0.15561015561015562;1;0.5382785650494533;0.4;0.0;0;1;0;0
4;0.16666666666666666;0.08536269553162225;0.11711711711711711;1;0.8458127758473656;0.2;0.0;0;0;1;1
3;0.08333333333333333;0.01913021579161799;0.3931203931203931;1;0.22606687007765233;0.2;0.0;0;0;1;0
4;0.4166666666666667;0.017846143433809296;0.5282555282555282;0;0.21299836493528798;0.4;0.0;0;1;0;0
2;0.16666666666666666;0.020488862740808963;0.6322686322686323;0;0.25950897403107354;0.4;0.0;0;0;1;0
3;0.08333333333333333;0.09963157534423503;0.28173628173628174;1;0.5667461996871707;0.4;0.0;0;0;1;0
4;0.0;0.05961840075520522;0.5331695331695332;0;0.20554135516719574;0.6;0.0;0;1;0;1
3;0.25;0.054181314110477635;0.35053235053235055;1;0.38250024700241214;0.4;0.0;0;1;0;0
4;0.4166666666666667;0.01511393317670515;0.3284193284193284;0;0.3077148126210159;0.0;0.0;0;1;0;0
3;0.3333333333333333;0.05331604320979904;0.5012285012285013;1;0.40122989729153763;0.0;0.0;0;1;0;0
4;0.3333333333333333;0.05276005705043504;0.46355446355446356;0;0.2576099907957589;0.4;1.0;0;1;0;0
4;0.3333333333333333;0.10782964677116906;0.09828009828009827;1;0.11044598632465594;0.2;0.0;0;1;0;0
2;0.0;0.054639780314767177;0.5986895986895987;1;0.3395924639752403;0.8;1.0;0;1;0;1
4;0.25;0.06030354567550714;0.5831285831285832;1;0.9552236330844587;0.4;0.0;0;1;0;1
2;0.16666666666666666;0.035335754452784626;0.2538902538902539;1;0.7195564492490734;0.2;0.0;0;0;1;1
2;0.4166666666666667;0.015618281153533352;0.4217854217854218;1;0.6690721812048398;0.6;0.0;0;1;0;1
4;0.08333333333333333;0.039618451495503255;0.43734643734643736;1;0.32957834219354654;0.0;0.0;0;1;0;0
3;0.25;0.004793586652518204;0.39967239967239965;0;0.7651244637627125;0.2;0.0;0;1;0;1
4;0.3333333333333333;0.025276239680541435;0.26617526617526616;1;0.15666239259646378;0.0;0.0;0;1;0;0
3;0.5;0.04365541390197454;0.24651924651924653;1;0.1396695114418529;0.6;1.0;0;1;0;1
2;0.16666666666666666;0.017445045153255897;0.3521703521703522;1;0.49313328475248247;0.0;0.0;0;1;0;0
2;0.4166666666666667;0.12160506866162059;0.5487305487305487;0;0.3933690201297697;0.4;0.0;0;1;0;0
3;0.16666666666666666;0.036600512091040684;0.44553644553644556;0;0.5896481873985201;0.6;0.0;0;1;0;1
4;0.25;0.10628901547681886;0.29565929565929566;1;0.25795594817295087;0.2;0.0;0;1;0;0
1;0.3333333333333333;0.11481432606699807;0.4832104832104832;0;0.5457837924752411;0.4;0.0;0;1;0;1
1;0.25;0.06590293094922167;0.0;0;0.14615220940100282;0.0;0.0;0;1;0;1
4;0.16666666666666666;0.0662695520818696;0.5446355446355446;1;0.6972373351318364;0.0;0.0;0;1;0;1
4;0.16666666666666666;0.09684324420024525;0.07207207207207207;1;0.1756138148598618;0.6;1.0;0;1;0;1
1;0.3333333333333333;0.03380356756867869;0.2972972972972973;1;0.6045848236097643;0.2;1.0;0;1;0;1
1;0.5;0.0023197999632317778;0.17362817362817362;0;0.5257615913563707;0.2;0.0;0;0;1;1
0;0.16666666666666666;0.11517077043876119;0.14496314496314497;1;0.28036634701048463;0.6;1.0;0;1;0;1
4;0.4166666666666667;0.10428079590372767;0.5470925470925471;1;0.22144112769210825;0.2;0.0;0;0;1;0
3;0.16666666666666666;0.07191941824777165;0.2800982800982801;1;0.26628203672180106;0.2;0.0;0;0;1;0
4;0.5;0.23198792951587774;0.4135954135954136;0;0.5033932451206505;0.2;0.0;0;1;0;1
4;0.16666666666666666;0.07899115412121926;0.3488943488943489;1;0.7544785823118036;0.4;0.0;0;1;0;1
1;0.3333333333333333;0.04017360077530557;0.4348894348894349;0;0.23822523155913283;0.8;0.0;0;1;0;1
2;1.0;0.13902906902778617;0.36936936936936937;1;0.565551886230443;0.0;0.0;0;1;0;1
4;0.16666666666666666;0.3649812557471321;0.1466011466011466;1;0.6449256999491073;0.4;0.0;0;1;0;0
4;0.5833333333333334;0.14848799517489644;0.5200655200655201;0;0.4716260916264853;0.4;0.0;0;1;0;1
4;0.3333333333333333;0.26644077475542827;0.276003276003276;1;0.5114246665955628;0.4;0.0;0;1;0;0
4;0.16666666666666666;0.013236718836938085;0.10155610155610155;1;0.6019831843833411;0.4;0.0;0;1;0;0
4;0.5;0.014278915813871173;0.28665028665028663;1;0.16447694015634035;0.4;0.0;0;0;1;1
4;0.25;0.018618041630404356;0.6027846027846028;0;0.1898649845169189;0.4;0.0;0;1;0;0
4;0.3333333333333333;0.13495703275384416;0.4963144963144963;0;0.20487845011827277;0.2;0.0;0;0;1;0
0;0.5;0.054876061876330845;0.29975429975429974;0;0.666199225662355;0.0;1.0;1;0;0;1
4;0.4166666666666667;0.07220241221071651;0.29975429975429974;1;0.4474988076198115;0.2;0.0;1;0;0;0
2;0.25;0.03372269918010933;0.30384930384930386;1;0.4158741386681747;0.6;0.0;0;0;1;1
4;0.16666666666666666;0.1481615579260429;0.696969696969697;0;0.45372741829335533;0.4;0.0;0;1;0;0
3;0.4166666666666667;0.20761955029333126;0.41932841932841936;0;0.2866110117938667;0.2;0.0;0;1;0;0
3;0.25;0.019358659334662905;0.4275184275184275;0;0.6344583906842183;0.0;1.0;0;1;0;1
0;0.08333333333333333;0.02375303545650854;0.5257985257985258;1;0.1427133809417421;0.6;0.0;0;1;0;1
4;0.08333333333333333;0.046062768568239855;0.3955773955773956;0;0.25745411648339617;0.2;0.0;0;0;1;0
2;0.3333333333333333;0.03650797156424939;0.3144963144963145;1;0.7274617359169765;0.4;0.0;1;0;0;1
2;0.0;0.08430416060796019;0.32432432432432434;1;0.3305934918771966;0.4;0.0;0;1;0;0
4;0.3333333333333333;0.1553335992114792;0.3447993447993448;1;0.16664181666990918;0.0;0.0;0;1;0;0
4;0.25;0.1753277528443149;0.35053235053235055;1;0.6590577773037216;0.2;0.0;0;1;0;1
4;0.0;0.025940509714444355;0.47583947583947583;1;0.6330546454003784;0.6;1.0;0;1;0;1
4;0.25;0.021413663908276606;0.3652743652743653;1;0.6029712253775137;0.8;0.0;0;1;0;1
4;0.0;0.050231755227043755;0.47665847665847666;1;0.315210575026121;0.2;0.0;0;1;0;0
3;0.08333333333333333;0.017715961530493436;0.34316134316134317;1;0.10762124818943809;0.2;0.0;0;0;1;0
4;0.25;0.010644101647341456;0.36936936936936937;1;0.15825386191338645;0.2;1.0;0;1;0;0
4;0.16666666666666666;0.030844903114825628;0.029484029484029485;1;0.21001037646056536;0.0;0.0;0;0;1;0
0;0.3333333333333333;0.05565118419312337;0.506961506961507;1;0.3085292121253564;0.8;0.0;0;1;0;1
3;0.08333333333333333;0.09855198614052048;0.4135954135954136;1;0.3308467384993058;0.2;0.0;0;0;1;0
4;0.16666666666666666;0.14288055933202806;0.5200655200655201;1;0.3590660714024948;0.2;1.0;0;1;0;0
3;0.16666666666666666;0.027977873283625814;0.0;1;0.8827313164997524;0.6;1.0;0;0;1;1
4;0.25;0.18990855254776012;0.6986076986076986;0;0.12964632511534127;0.4;0.0;0;1;0;0
4;0.08333333333333333;0.0037414387084371025;0.33415233415233414;0;0.09268002604094357;0.2;0.0;0;1;0;0
4;0.16666666666666666;0.06525212882314474;0.538083538083538;0;0.533144584240239;0.0;1.0;0;1;0;0
4;0.08333333333333333;0.11148729299834079;0.18673218673218672;0;0.09165483229757397;0.0;0.0;0;0;1;0
3;0.25;0.03823670297162154;0.457002457002457;1;0.31285191902113;0.2;0.0;0;1;0;0
3;0.08333333333333333;0.12800344203144284;0.18427518427518427;0;0.4753436096270606;0.2;0.0;0;1;0;0
1;0.25;0.22444656937109642;0.2547092547092547;0;0.10246784791302996;0.2;0.0;0;1;0;1
3;0.6666666666666666;0.010346699834080722;0.6699426699426699;1;0.5754028527900046;0.0;0.0;0;1;0;1
4;0.6666666666666666;0.07988591958724305;0.32514332514332517;1;0.15305622182377185;0.0;0.0;0;0;1;1
2;0.0;0.002038851706950952;0.3923013923013923;1;0.17924892178857565;0.4;0.0;0;1;0;0
4;0.0;0.036416453860852294;0.4995904995904996;1;0.33992462338843743;0.0;0.0;0;1;0;0
4;0.0;0.016316949777227665;0.4381654381654382;0;0.4675420563966654;0.4;0.0;1;0;0;1
3;0.3333333333333333;0.10884978746141415;0.38165438165438165;0;0.41516683915994246;0.0;0.0;0;0;1;1
4;0.4166666666666667;0.03174495437118685;0.41605241605241605;1;0.2929988775891223;0.4;0.0;0;0;1;0
4;0.3333333333333333;0.036853450142146346;0.7502047502047502;0;0.48447835287319174;0.2;0.0;0;1;0;1
4;0.08333333333333333;0.02554489465331057;0.34725634725634724;0;0.34415117805001744;0.2;0.0;0;1;0;1
4;0.3333333333333333;0.031024409472832918;0.38984438984438985;1;0.4878522773285012;0.2;0.0;0;1;0;0
4;0.25;0.028307458928737195;0.5290745290745291;1;0.581356262552378;0.2;0.0;0;0;1;1
1;0.3333333333333333;0.13310655874051064;0.538083538083538;1;0.4515235701722746;0.4;0.0;0;1;0;1
2;0.08333333333333333;0.3470027884214107;0.5511875511875511;0;0.1624697667585434;0.4;0.0;0;1;0;0
4;0.08333333333333333;0.0749021999969712;0.4610974610974611;0;0.31049108046044127;0.4;0.0;0;1;0;0
1;0.0;0.10199159200887027;0.16953316953316952;1;0.33996783915158935;0.2;0.0;0;1;0;0
4;0.5;0.18956689942986907;0.6240786240786241;1;0.17953754539364675;0.2;0.0;0;0;1;1
2;0.16666666666666666;0.07186101469283677;0.16871416871416872;1;0.3932579737101462;0.0;1.0;0;1;0;0
1;0.0;0.039938967317761406;0.4062244062244062;1;0.3066483488025166;0.4;0.0;0;1;0;0
2;0.4166666666666667;0.335448285079469;0.2334152334152334;1;0.1264085372648481;0.4;0.0;0;0;1;0
2;0.25;0.2632030930338586;0.3464373464373464;1;0.1300575543331489;0.4;0.0;0;1;0;1
1;0.4166666666666667;0.02762741835378406;0.4103194103194103;1;0.3555773941109075;0.0;0.0;0;1;0;1
4;0.0;0.1350401964931352;0.4095004095004095;1;0.5349294239851894;0.2;1.0;1;0;0;0
2;0.3333333333333333;0.11583568231953344;0.4258804258804259;1;0.33931843269858564;0.6;1.0;1;0;0;1
4;0.25;0.11662468836327586;0.6208026208026208;1;0.5254583733423054;0.2;0.0;0;1;0;0
3;0.08333333333333333;0.1974867233988459;0.4307944307944308;0;0.35459304384796037;0.0;0.0;0;1;0;0
4;0.16666666666666666;0.12468136192353556;0.31695331695331697;0;0.23585789250376862;0.2;0.0;0;1;0;0
4;0.3333333333333333;0.0811354736889429;0.5143325143325144;1;0.012423759668405945;0.0;1.0;0;0;1;0
4;0.16666666666666666;0.2081372957975063;0.5511875511875511;1;0.21182506786799757;0.0;0.0;0;0;1;0
2;0.25;0.03416390286609756;0.15561015561015562;0;0.34487985766520546;0.2;0.0;0;1;0;0
3;0.16666666666666666;0.12644328226827398;0.45454545454545453;0;0.4150078852794962;0.2;1.0;0;1;0;0
4;0.75;0.13445857023117763;0.47174447174447176;1;0.11745770121098496;0.4;0.0;0;1;0;1
2;0.08333333333333333;0.22721475822083848;0.30794430794430794;0;0.4595890036910486;0.0;0.0;0;1;0;0
3;0.08333333333333333;0.7099972276775454;0.5823095823095823;1;0.3191191633437719;0.8;1.0;0;1;0;1
4;0.4166666666666667;0.09066124653815484;0.3316953316953317;1;0.41163736149581376;0.0;1.0;0;0;1;1
4;0.16666666666666666;0.07363960444363345;0.3775593775593776;0;0.4716003095870377;0.4;0.0;0;1;0;0
4;0.16666666666666666;0.10207388287727516;0.3284193284193284;1;0.028244404437050397;0.0;0.0;0;1;0;0
4;0.4166666666666667;0.11953479189464054;0.3595413595413595;1;0.5874510859568562;0.2;0.0;0;1;0;0
3;0.0;0.13881633401095342;0.1769041769041769;0;0.6157858582058063;0.6;0.0;0;1;0;1
4;0.3333333333333333;0.03667100651100242;0.12039312039312039;0;0.4179408696224865;0.2;0.0;0;1;0;1
4;0.0;0.07420612747129583;0.6175266175266175;1;0.5447865755610273;0.2;0.0;0;1;0;0
2;0.6666666666666666;0.0515026097201133;0.21785421785421785;0;0.230078224247685;0.4;0.0;0;1;0;1
0;0.16666666666666666;0.0043305216424553;0.1941031941031941;0;0.3387680804784137;0.4;0.0;0;1;0;0
4;0.4166666666666667;0.10456483075842833;0.004095004095004095;0;0.2978776158448741;0.6;1.0;0;1;0;1
0;0.0;0.23113935626529064;0.25225225225225223;0;0.23837418948196232;0.6;0.0;0;0;1;1
4;0.16666666666666666;0.2830288849781959;0.14004914004914004;0;0.6274756537540916;0.4;0.0;0;1;0;1
4;0.3333333333333333;0.08100161912813686;0.6257166257166257;1;0.20831307291919096;0.0;0.0;0;1;0;0
3;0.16666666666666666;0.16148403686950294;0.5217035217035217;1;0.5508754144445166;0.2;0.0;0;0;1;0
3;0.3333333333333333;0.13859500714167108;0.24406224406224405;1;0.2906957782716011;0.2;1.0;0;1;0;0
1;0.3333333333333333;0.028852681559259238;0.7256347256347256;1;0.15136313369967508;0.2;0.0;1;0;0;1
2;0.4166666666666667;0.007160221970684884;0.5176085176085176;0;0.03886886473875295;0.0;0.0;0;1;0;0
4;0.4166666666666667;0.15322972766621865;0.30384930384930386;0;0.1977394685027556;0.0;0.0;0;0;1;1
4;0.3333333333333333;0.0368993899737077;0.0;1;0.42441743187874664;0.2;0.0;1;0;0;0
3;0.08333333333333333;0.08862567403357956;0.7321867321867321;0;0.10539262678231465;0.4;0.0;0;0;1;0
2;0.25;0.08254339914056334;0.1294021294021294;0;0.3665904745231774;0.0;0.0;0;1;0;0
2;0.08333333333333333;0.18942492654569243;0.08681408681408681;1;0.6008967360806191;0.6;1.0;0;1;0;1
3;0.3333333333333333;0.11505205568055497;0.5241605241605242;1;0.37732659545330915;0.6;0.0;0;1;0;1
2;0.16666666666666666;0.20892170264918333;0.7559377559377559;0;0.21931855975967665;0.4;0.0;0;1;0;0
4;0.16666666666666666;0.15517935270299701;0.5831285831285832;1;0.6920608940442359;0.0;0.0;0;0;1;1
4;0.16666666666666666;0.9665652127194686;0.4488124488124488;0;0.3287494543916363;0.8;0.0;0;1;0;1
3;0.5;0.2218176751376195;0.4537264537264537;1;0.5834314849229195;0.4;0.0;0;1;0;1
4;0.5;0.02631038592034296;0.4963144963144963;1;0.6906960280539464;0.4;0.0;0;1;0;1
4;0.25;0.3620183311451091;0.48075348075348073;0;0.4533617215926658;0.2;1.0;0;1;0;1
3;0.0;0.04618639059656423;0.40294840294840295;1;0.1427270263387803;0.0;0.0;0;0;1;0
4;0.3333333333333333;0.1040861689601182;0.37346437346437344;1;0.24683609914605673;0.4;1.0;0;0;1;0
4;0.4166666666666667;0.3155045946439671;0.3464373464373464;0;0.4502976316448635;0.2;0.0;0;1;0;0
2;0.08333333333333333;0.026746859322285738;0.2334152334152334;0;0.3384023654800064;0.0;0.0;0;1;0;0
0;0.16666666666666666;0.21656830712494743;0.3104013104013104;1;0.24281889503781304;0.0;0.0;0;1;0;0
4;0.25;0.3405041173562424;0.07944307944307945;1;0.42278726968407765;0.2;0.0;0;1;0;1
4;0.0;0.21383506139071404;0.3407043407043407;0;0.11025755949691296;0.6;0.0;1;0;0;1
2;0.08333333333333333;0.19022040544034668;0.19492219492219492;1;0.37119519791757183;0.2;1.0;0;0;1;1
2;0.25;0.034129607125236494;0.1760851760851761;1;0.3342525157520662;0.6;0.0;0;1;0;1
2;0.3333333333333333;0.058093105065817;0.3857493857493858;1;0.6795901430905478;0.2;0.0;0;1;0;1
